inventory_id,entity_id,url,status_code,depth,title,page_kind,keyword_hits,language_hint,phone_candidates,email_candidates,form_fields,candidate_source_id,linked_from,source_status,confidence,last_checked,notes
WPI-0158,SLWE,https://www.slwe.gov.lb/details.php?id=272&key=%D8%A7%D9%81%D8%AA%D8%AA%D8%A7%D8%AD-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D9%85%D8%AF-%D8%B4%D8%A8%D9%83%D8%A9-%D9%85%D9%8A%D8%A7%D9%87-%D8%AD%D8%A7%D9%88%D9%88%D8%B2-%D8%A3%D8%A8%D9%88%D8%A7%D8%A8-%D8%A7%D9%84%D8%B1%D9%88%D8%B3-%D9%81%D9%8A-%D8%A8%D9%84%D8%AF%D8%A9-%D8%B4%D9%82%D8%B1%D8%A7-%D9%88-%D8%AF%D9%88%D8%A8%D9%8A%D9%87&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | افتتاح مشروع مد شبكة مياه حاووز أبواب الروس في بلدة شقرا و دوبيه,forms_or_documents,forms_or_documents;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-DETAILS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0159,SLWE,https://www.slwe.gov.lb/details.php?id=273&key=erp-%D9%85%D9%86%D8%A7%D9%82%D8%B5%D8%A9-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | مناقصة تمديد شبكات مائية في عين قنيا,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-DETAILS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0160,SLWE,https://www.slwe.gov.lb/details.php?id=38&key=%D8%B7%D8%B1%D9%82-%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | طرق المحافظة على المياه,forms_or_documents,forms_or_documents;legal_or_mandate;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-DETAILS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0161,SLWE,https://www.slwe.gov.lb/details.php?id=39&key=%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA-%D8%B9%D9%86-%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | معلومات عن المياه,forms_or_documents,forms_or_documents;water_quality;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-DETAILS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0162,SLWE,https://www.slwe.gov.lb/faq.php?lang=ar,200,1,"مؤسسة مياه لبنان الجنوبي | slwe, lebanon, south lebanon water establishment, water, الجنوب, وزارة الطاقة",forms_or_documents,forms_or_documents;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-FAQ-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0163,SLWE,https://www.slwe.gov.lb/index.php?lang=ar,200,1,"مؤسسة مياه لبنان الجنوبي | slwe, lebanon, south lebanon water establishment, water, الجنوب, وزارة الطاقة",forms_or_documents,forms_or_documents;service_request;water_quality;legal_or_mandate;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-INDEX-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0164,SLWE,https://www.slwe.gov.lb/partners.php?cat=donors&lang=ar,200,1,"مؤسسة مياه لبنان الجنوبي | slwe, lebanon, south lebanon water establishment, water, الجنوب, وزارة الطاقة",forms_or_documents,forms_or_documents;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;cmbPartnerCategories|cmbPartnerCategories,SRC-SLWE-PARTNERS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0165,SLWE,https://www.slwe.gov.lb/partners.php?cat=partners&lang=ar,200,1,"مؤسسة مياه لبنان الجنوبي | slwe, lebanon, south lebanon water establishment, water, الجنوب, وزارة الطاقة",forms_or_documents,forms_or_documents;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;cmbPartnerCategories|cmbPartnerCategories,SRC-SLWE-PARTNERS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0166,SLWE,https://www.slwe.gov.lb/partners.php?lang=ar,200,1,"مؤسسة مياه لبنان الجنوبي | slwe, lebanon, south lebanon water establishment, water, الجنوب, وزارة الطاقة",forms_or_documents,forms_or_documents;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;cmbPartnerCategories|cmbPartnerCategories,SRC-SLWE-PARTNERS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0167,SLWE,https://www.slwe.gov.lb/details.php?id=267&key=%D9%85%D9%86%D8%A7%D9%82%D8%B5%D8%A9-%D8%B9%D9%85%D9%88%D9%85%D9%8A%D8%A9-%D9%84%D8%B5%D9%8A%D8%A7%D9%86%D8%A9-%D9%85%D9%86%D8%B4-%D8%AA-%D9%85%D8%A4%D8%B3%D8%B3%D8%A9-%D9%85%D9%8A%D8%A7%D9%87-%D9%84%D8%A8%D9%86%D8%A7%D9%86-%D8%A7%D9%84%D8%AC%D9%86%D9%88%D8%A8%D9%8A&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | erp مناقصة تحديث نظام ال,legal_or_mandate,legal_or_mandate,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-DETAILS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0168,SLWE,https://www.slwe.gov.lb/details.php?id=274&key=%D9%85%D9%86%D8%A7%D9%82%D8%B5%D8%A9-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84-erp&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | مناقصة تحديث نظام ال erp,legal_or_mandate,legal_or_mandate,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-SLWE-DETAILS-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0169,SLWE,https://www.slwe.gov.lb/listing.php?pcat=projects&cat=dev&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | المشاريع,projects_or_irrigation,projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,SRC-SLWE-LISTING-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0170,SLWE,https://www.slwe.gov.lb/listing.php?pcat=projects&cat=eu-projects&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | المشاريع,projects_or_irrigation,projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,SRC-SLWE-LISTING-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0171,SLWE,https://www.slwe.gov.lb/listing.php?pcat=projects&cat=german-projects&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | المشاريع,projects_or_irrigation,projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,SRC-SLWE-LISTING-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0172,SLWE,https://www.slwe.gov.lb/listing.php?pcat=projects&cat=moew&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | المشاريع,projects_or_irrigation,projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,SRC-SLWE-LISTING-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0173,SLWE,https://www.slwe.gov.lb/listing.php?pcat=projects&cat=parliament-projects&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | المشاريع,projects_or_irrigation,projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,SRC-SLWE-LISTING-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0174,SLWE,https://www.slwe.gov.lb/listing.php?pcat=projects&cat=undp-projects&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | المشاريع,projects_or_irrigation,projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,SRC-SLWE-LISTING-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0175,SLWE,https://www.slwe.gov.lb/listing.php?pcat=projects&cat=unicef-projects&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | المشاريع,projects_or_irrigation,projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,SRC-SLWE-LISTING-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0176,SLWE,https://www.slwe.gov.lb/listing.php?pcat=projects&cat=usaid-projects&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | المشاريع,projects_or_irrigation,projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,SRC-SLWE-LISTING-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
WPI-0177,SLWE,https://www.slwe.gov.lb/listing.php?pcat=projects&lang=ar,200,1,مؤسسة مياه لبنان الجنوبي | المشاريع,projects_or_irrigation,projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,SRC-SLWE-LISTING-PHP,SRC-SLWE-HOME,official_candidate,medium,2026-05-31,
